genome	S_alg	k	d	M_alg	kmer_count	l	o	z	r	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	pref
spneumoniae	pseudosimplitigs	3	5	ones	32	34	32	2	1	92	72	164	92	spneumoniae.S_pseudosimplitigs.k_3.d_5.M_ones
spneumoniae	pseudosimplitigs	3	5	runs	32	34	32	2	1	92	72	164	92	spneumoniae.S_pseudosimplitigs.k_3.d_5.M_runs
spneumoniae	pseudosimplitigs	3	5	zeros	32	34	32	2	1	92	72	164	92	spneumoniae.S_pseudosimplitigs.k_3.d_5.M_zeros
spneumoniae	streaming	3	na	default	32	66	32	34	18	108	76	184	120	spneumoniae.S_streaming.k_3.d_na.M_default
spneumoniae	streaming	3	na	ones	32	66	64	2	1	108	72	180	112	spneumoniae.S_streaming.k_3.d_na.M_ones
spneumoniae	streaming	3	na	runs	32	66	64	2	1	108	72	180	112	spneumoniae.S_streaming.k_3.d_na.M_runs
spneumoniae	streaming	3	na	zeros	32	66	32	34	14	108	84	192	124	spneumoniae.S_streaming.k_3.d_na.M_zeros
spneumoniae	greedy	4	na	default	136	145	136	9	7	156	84	240	164	spneumoniae.S_greedy.k_4.d_na.M_default
spneumoniae	greedy	4	na	ones	136	145	142	3	1	156	76	232	156	spneumoniae.S_greedy.k_4.d_na.M_ones
spneumoniae	greedy	4	na	runs	136	145	142	3	1	156	76	232	156	spneumoniae.S_greedy.k_4.d_na.M_runs
spneumoniae	greedy	4	na	zeros	136	145	136	9	7	156	84	240	164	spneumoniae.S_greedy.k_4.d_na.M_zeros
spneumoniae	pseudosimplitigs	4	1	default	136	169	136	33	11	160	88	248	176	spneumoniae.S_pseudosimplitigs.k_4.d_1.M_default
spneumoniae	pseudosimplitigs	4	1	ones	136	169	166	3	1	160	76	236	160	spneumoniae.S_pseudosimplitigs.k_4.d_1.M_ones
spneumoniae	pseudosimplitigs	4	1	runs	136	169	166	3	1	160	76	236	160	spneumoniae.S_pseudosimplitigs.k_4.d_1.M_runs
spneumoniae	pseudosimplitigs	4	1	zeros	136	169	136	33	15	160	96	256	180	spneumoniae.S_pseudosimplitigs.k_4.d_1.M_zeros
spneumoniae	pseudosimplitigs	4	2	default	136	166	136	30	18	152	96	248	172	spneumoniae.S_pseudosimplitigs.k_4.d_2.M_default
spneumoniae	pseudosimplitigs	4	2	ones	136	166	163	3	1	152	76	228	156	spneumoniae.S_pseudosimplitigs.k_4.d_2.M_ones
spneumoniae	pseudosimplitigs	4	2	runs	136	166	163	3	1	152	76	228	156	spneumoniae.S_pseudosimplitigs.k_4.d_2.M_runs
spneumoniae	pseudosimplitigs	4	2	zeros	136	166	136	30	19	152	96	248	172	spneumoniae.S_pseudosimplitigs.k_4.d_2.M_zeros
spneumoniae	pseudosimplitigs	4	3	default	136	166	136	30	21	152	96	248	172	spneumoniae.S_pseudosimplitigs.k_4.d_3.M_default
spneumoniae	pseudosimplitigs	4	3	ones	136	166	163	3	1	152	76	228	152	spneumoniae.S_pseudosimplitigs.k_4.d_3.M_ones
spneumoniae	pseudosimplitigs	4	3	runs	136	166	163	3	1	152	76	228	152	spneumoniae.S_pseudosimplitigs.k_4.d_3.M_runs
spneumoniae	pseudosimplitigs	4	3	zeros	136	166	136	30	21	152	96	248	172	spneumoniae.S_pseudosimplitigs.k_4.d_3.M_zeros
spneumoniae	pseudosimplitigs	4	4	default	136	166	136	30	21	152	96	248	172	spneumoniae.S_pseudosimplitigs.k_4.d_4.M_default
spneumoniae	pseudosimplitigs	4	4	ones	136	166	163	3	1	152	76	228	152	spneumoniae.S_pseudosimplitigs.k_4.d_4.M_ones
spneumoniae	pseudosimplitigs	4	4	runs	136	166	163	3	1	152	76	228	152	spneumoniae.S_pseudosimplitigs.k_4.d_4.M_runs
spneumoniae	pseudosimplitigs	4	4	zeros	136	166	136	30	21	152	96	248	172	spneumoniae.S_pseudosimplitigs.k_4.d_4.M_zeros
spneumoniae	pseudosimplitigs	4	5	default	136	166	136	30	21	152	96	248	172	spneumoniae.S_pseudosimplitigs.k_4.d_5.M_default
spneumoniae	pseudosimplitigs	4	5	ones	136	166	163	3	1	152	76	228	152	spneumoniae.S_pseudosimplitigs.k_4.d_5.M_ones
spneumoniae	pseudosimplitigs	4	5	runs	136	166	163	3	1	152	76	228	152	spneumoniae.S_pseudosimplitigs.k_4.d_5.M_runs
spneumoniae	pseudosimplitigs	4	5	zeros	136	166	136	30	21	152	96	248	172	spneumoniae.S_pseudosimplitigs.k_4.d_5.M_zeros
spneumoniae	streaming	4	na	default	136	308	136	172	71	216	124	340	276	spneumoniae.S_streaming.k_4.d_na.M_default
spneumoniae	streaming	4	na	ones	136	308	305	3	1	216	76	292	216	spneumoniae.S_streaming.k_4.d_na.M_ones
spneumoniae	streaming	4	na	runs	136	308	305	3	1	216	76	292	216	spneumoniae.S_streaming.k_4.d_na.M_runs
spneumoniae	streaming	4	na	zeros	136	308	136	172	63	216	140	356	276	spneumoniae.S_streaming.k_4.d_na.M_zeros
spneumoniae	greedy	5	na	default	512	526	512	14	5	308	92	400	324	spneumoniae.S_greedy.k_5.d_na.M_default
spneumoniae	greedy	5	na	ones	512	526	522	4	1	308	76	384	312	spneumoniae.S_greedy.k_5.d_na.M_ones
spneumoniae	greedy	5	na	runs	512	526	522	4	1	308	76	384	312	spneumoniae.S_greedy.k_5.d_na.M_runs
spneumoniae	greedy	5	na	zeros	512	526	512	14	9	308	96	404	324	spneumoniae.S_greedy.k_5.d_na.M_zeros
spneumoniae	pseudosimplitigs	5	1	default	512	540	512	28	7	260	88	348	288	spneumoniae.S_pseudosimplitigs.k_5.d_1.M_default
spneumoniae	pseudosimplitigs	5	1	ones	512	540	536	4	1	260	76	336	264	spneumoniae.S_pseudosimplitigs.k_5.d_1.M_ones
spneumoniae	pseudosimplitigs	5	1	runs	512	540	536	4	1	260	76	336	264	spneumoniae.S_pseudosimplitigs.k_5.d_1.M_runs
spneumoniae	pseudosimplitigs	5	1	zeros	512	540	512	28	9	260	92	352	288	spneumoniae.S_pseudosimplitigs.k_5.d_1.M_zeros
spneumoniae	pseudosimplitigs	5	2	default	512	523	512	11	5	248	88	336	260	spneumoniae.S_pseudosimplitigs.k_5.d_2.M_default
spneumoniae	pseudosimplitigs	5	2	ones	512	523	519	4	1	248	76	324	256	spneumoniae.S_pseudosimplitigs.k_5.d_2.M_ones
spneumoniae	pseudosimplitigs	5	2	runs	512	523	519	4	1	248	76	324	256	spneumoniae.S_pseudosimplitigs.k_5.d_2.M_runs
spneumoniae	pseudosimplitigs	5	2	zeros	512	523	512	11	5	248	84	332	264	spneumoniae.S_pseudosimplitigs.k_5.d_2.M_zeros
spneumoniae	pseudosimplitigs	5	3	default	512	521	512	9	5	248	88	336	256	spneumoniae.S_pseudosimplitigs.k_5.d_3.M_default
spneumoniae	pseudosimplitigs	5	3	ones	512	521	517	4	1	248	76	324	252	spneumoniae.S_pseudosimplitigs.k_5.d_3.M_ones
spneumoniae	pseudosimplitigs	5	3	runs	512	521	517	4	1	248	76	324	252	spneumoniae.S_pseudosimplitigs.k_5.d_3.M_runs
spneumoniae	pseudosimplitigs	5	3	zeros	512	521	512	9	4	248	80	328	260	spneumoniae.S_pseudosimplitigs.k_5.d_3.M_zeros
spneumoniae	pseudosimplitigs	5	4	default	512	521	512	9	5	248	88	336	256	spneumoniae.S_pseudosimplitigs.k_5.d_4.M_default
spneumoniae	pseudosimplitigs	5	4	ones	512	521	517	4	1	248	76	324	252	spneumoniae.S_pseudosimplitigs.k_5.d_4.M_ones
spneumoniae	pseudosimplitigs	5	4	runs	512	521	517	4	1	248	76	324	252	spneumoniae.S_pseudosimplitigs.k_5.d_4.M_runs
spneumoniae	pseudosimplitigs	5	4	zeros	512	521	512	9	4	248	80	328	260	spneumoniae.S_pseudosimplitigs.k_5.d_4.M_zeros
spneumoniae	pseudosimplitigs	5	5	default	512	521	512	9	5	248	88	336	256	spneumoniae.S_pseudosimplitigs.k_5.d_5.M_default
spneumoniae	pseudosimplitigs	5	5	ones	512	521	517	4	1	248	76	324	252	spneumoniae.S_pseudosimplitigs.k_5.d_5.M_ones
spneumoniae	pseudosimplitigs	5	5	runs	512	521	517	4	1	248	76	324	252	spneumoniae.S_pseudosimplitigs.k_5.d_5.M_runs
spneumoniae	pseudosimplitigs	5	5	zeros	512	521	512	9	4	248	80	328	260	spneumoniae.S_pseudosimplitigs.k_5.d_5.M_zeros
spneumoniae	streaming	5	na	default	512	1247	512	735	247	540	252	792	736	spneumoniae.S_streaming.k_5.d_na.M_default
spneumoniae	streaming	5	na	ones	512	1247	1243	4	1	540	80	620	544	spneumoniae.S_streaming.k_5.d_na.M_ones
spneumoniae	streaming	5	na	runs	512	1247	1243	4	1	540	80	620	544	spneumoniae.S_streaming.k_5.d_na.M_runs
spneumoniae	streaming	5	na	zeros	512	1247	512	735	207	540	284	824	736	spneumoniae.S_streaming.k_5.d_na.M_zeros
spneumoniae	greedy	6	na	default	2080	2146	2080	66	31	840	156	996	884	spneumoniae.S_greedy.k_6.d_na.M_default
spneumoniae	greedy	6	na	ones	2080	2146	2141	5	1	840	84	924	848	spneumoniae.S_greedy.k_6.d_na.M_ones
spneumoniae	greedy	6	na	runs	2080	2146	2141	5	1	840	84	924	848	spneumoniae.S_greedy.k_6.d_na.M_runs
spneumoniae	greedy	6	na	zeros	2080	2146	2080	66	45	840	172	1012	904	spneumoniae.S_greedy.k_6.d_na.M_zeros
spneumoniae	pseudosimplitigs	6	1	default	2080	2315	2080	235	47	648	144	792	768	spneumoniae.S_pseudosimplitigs.k_6.d_1.M_default
spneumoniae	pseudosimplitigs	6	1	ones	2080	2315	2310	5	1	648	88	736	652	spneumoniae.S_pseudosimplitigs.k_6.d_1.M_ones
spneumoniae	pseudosimplitigs	6	1	runs	2080	2315	2310	5	1	648	88	736	652	spneumoniae.S_pseudosimplitigs.k_6.d_1.M_runs
spneumoniae	pseudosimplitigs	6	1	zeros	2080	2315	2080	235	63	648	184	832	788	spneumoniae.S_pseudosimplitigs.k_6.d_1.M_zeros
spneumoniae	pseudosimplitigs	6	2	default	2080	2269	2080	189	65	688	172	860	760	spneumoniae.S_pseudosimplitigs.k_6.d_2.M_default
spneumoniae	pseudosimplitigs	6	2	ones	2080	2269	2264	5	1	688	88	776	692	spneumoniae.S_pseudosimplitigs.k_6.d_2.M_ones
spneumoniae	pseudosimplitigs	6	2	runs	2080	2269	2264	5	1	688	88	776	692	spneumoniae.S_pseudosimplitigs.k_6.d_2.M_runs
spneumoniae	pseudosimplitigs	6	2	zeros	2080	2269	2080	189	68	688	184	872	756	spneumoniae.S_pseudosimplitigs.k_6.d_2.M_zeros
spneumoniae	pseudosimplitigs	6	3	default	2080	2251	2080	171	96	672	196	868	752	spneumoniae.S_pseudosimplitigs.k_6.d_3.M_default
spneumoniae	pseudosimplitigs	6	3	ones	2080	2251	2246	5	1	672	88	760	676	spneumoniae.S_pseudosimplitigs.k_6.d_3.M_ones
spneumoniae	pseudosimplitigs	6	3	runs	2080	2251	2246	5	1	672	88	760	676	spneumoniae.S_pseudosimplitigs.k_6.d_3.M_runs
spneumoniae	pseudosimplitigs	6	3	zeros	2080	2251	2080	171	96	672	200	872	744	spneumoniae.S_pseudosimplitigs.k_6.d_3.M_zeros
spneumoniae	pseudosimplitigs	6	4	default	2080	2241	2080	161	100	660	200	860	748	spneumoniae.S_pseudosimplitigs.k_6.d_4.M_default
spneumoniae	pseudosimplitigs	6	4	ones	2080	2241	2236	5	1	660	88	748	664	spneumoniae.S_pseudosimplitigs.k_6.d_4.M_ones
spneumoniae	pseudosimplitigs	6	4	runs	2080	2241	2236	5	1	660	88	748	664	spneumoniae.S_pseudosimplitigs.k_6.d_4.M_runs
spneumoniae	pseudosimplitigs	6	4	zeros	2080	2241	2080	161	104	660	208	868	744	spneumoniae.S_pseudosimplitigs.k_6.d_4.M_zeros
spneumoniae	pseudosimplitigs	6	5	default	2080	2245	2080	165	101	660	196	856	752	spneumoniae.S_pseudosimplitigs.k_6.d_5.M_default
spneumoniae	pseudosimplitigs	6	5	ones	2080	2245	2240	5	1	660	88	748	664	spneumoniae.S_pseudosimplitigs.k_6.d_5.M_ones
spneumoniae	pseudosimplitigs	6	5	runs	2080	2245	2240	5	1	660	88	748	664	spneumoniae.S_pseudosimplitigs.k_6.d_5.M_runs
spneumoniae	pseudosimplitigs	6	5	zeros	2080	2245	2080	165	104	660	204	864	744	spneumoniae.S_pseudosimplitigs.k_6.d_5.M_zeros
spneumoniae	streaming	6	na	default	2080	5598	2080	3518	953	1836	692	2528	2576	spneumoniae.S_streaming.k_6.d_na.M_default
spneumoniae	streaming	6	na	ones	2080	5598	5593	5	1	1836	100	1936	1840	spneumoniae.S_streaming.k_6.d_na.M_ones
spneumoniae	streaming	6	na	runs	2080	5598	5593	5	1	1836	100	1936	1840	spneumoniae.S_streaming.k_6.d_na.M_runs
spneumoniae	streaming	6	na	zeros	2080	5598	2080	3518	861	1836	856	2692	2512	spneumoniae.S_streaming.k_6.d_na.M_zeros
spneumoniae	greedy	7	na	default	8192	8227	8192	35	7	2624	128	2752	2636	spneumoniae.S_greedy.k_7.d_na.M_default
spneumoniae	greedy	7	na	ones	8192	8227	8221	6	1	2624	108	2732	2628	spneumoniae.S_greedy.k_7.d_na.M_ones
spneumoniae	greedy	7	na	runs	8192	8227	8221	6	1	2624	108	2732	2628	spneumoniae.S_greedy.k_7.d_na.M_runs
spneumoniae	greedy	7	na	zeros	8192	8227	8192	35	17	2624	160	2784	2644	spneumoniae.S_greedy.k_7.d_na.M_zeros
spneumoniae	pseudosimplitigs	7	1	default	8192	8624	8192	432	72	1552	200	1752	1828	spneumoniae.S_pseudosimplitigs.k_7.d_1.M_default
spneumoniae	pseudosimplitigs	7	1	ones	8192	8624	8618	6	1	1552	108	1660	1560	spneumoniae.S_pseudosimplitigs.k_7.d_1.M_ones
spneumoniae	pseudosimplitigs	7	1	runs	8192	8624	8618	6	1	1552	108	1660	1560	spneumoniae.S_pseudosimplitigs.k_7.d_1.M_runs
spneumoniae	pseudosimplitigs	7	1	zeros	8192	8624	8192	432	109	1552	292	1844	1792	spneumoniae.S_pseudosimplitigs.k_7.d_1.M_zeros
spneumoniae	pseudosimplitigs	7	2	default	8192	8465	8192	273	98	1620	260	1880	1700	spneumoniae.S_pseudosimplitigs.k_7.d_2.M_default
spneumoniae	pseudosimplitigs	7	2	ones	8192	8465	8459	6	1	1620	108	1728	1624	spneumoniae.S_pseudosimplitigs.k_7.d_2.M_ones
spneumoniae	pseudosimplitigs	7	2	runs	8192	8465	8459	6	1	1620	108	1728	1624	spneumoniae.S_pseudosimplitigs.k_7.d_2.M_runs
spneumoniae	pseudosimplitigs	7	2	zeros	8192	8465	8192	273	94	1620	280	1900	1692	spneumoniae.S_pseudosimplitigs.k_7.d_2.M_zeros
spneumoniae	pseudosimplitigs	7	3	default	8192	8611	8192	419	309	1712	416	2128	1916	spneumoniae.S_pseudosimplitigs.k_7.d_3.M_default
spneumoniae	pseudosimplitigs	7	3	ones	8192	8611	8605	6	1	1712	108	1820	1720	spneumoniae.S_pseudosimplitigs.k_7.d_3.M_ones
spneumoniae	pseudosimplitigs	7	3	runs	8192	8611	8605	6	1	1712	108	1820	1720	spneumoniae.S_pseudosimplitigs.k_7.d_3.M_runs
spneumoniae	pseudosimplitigs	7	3	zeros	8192	8611	8192	419	301	1712	428	2140	1924	spneumoniae.S_pseudosimplitigs.k_7.d_3.M_zeros
spneumoniae	pseudosimplitigs	7	4	default	8192	8621	8192	429	341	1736	428	2164	1944	spneumoniae.S_pseudosimplitigs.k_7.d_4.M_default
spneumoniae	pseudosimplitigs	7	4	ones	8192	8621	8615	6	1	1736	108	1844	1744	spneumoniae.S_pseudosimplitigs.k_7.d_4.M_ones
spneumoniae	pseudosimplitigs	7	4	runs	8192	8621	8615	6	1	1736	108	1844	1744	spneumoniae.S_pseudosimplitigs.k_7.d_4.M_runs
spneumoniae	pseudosimplitigs	7	4	zeros	8192	8621	8192	429	338	1736	416	2152	1952	spneumoniae.S_pseudosimplitigs.k_7.d_4.M_zeros
spneumoniae	pseudosimplitigs	7	5	default	8192	8620	8192	428	341	1688	428	2116	1920	spneumoniae.S_pseudosimplitigs.k_7.d_5.M_default
spneumoniae	pseudosimplitigs	7	5	ones	8192	8620	8614	6	1	1688	108	1796	1696	spneumoniae.S_pseudosimplitigs.k_7.d_5.M_ones
spneumoniae	pseudosimplitigs	7	5	runs	8192	8620	8614	6	1	1688	108	1796	1696	spneumoniae.S_pseudosimplitigs.k_7.d_5.M_runs
spneumoniae	pseudosimplitigs	7	5	zeros	8192	8620	8192	428	339	1688	420	2108	1832	spneumoniae.S_pseudosimplitigs.k_7.d_5.M_zeros
spneumoniae	streaming	7	na	default	8192	23034	8192	14842	3740	6656	2484	9140	9332	spneumoniae.S_streaming.k_7.d_na.M_default
spneumoniae	streaming	7	na	ones	8192	23034	23028	6	1	6656	128	6784	6656	spneumoniae.S_streaming.k_7.d_na.M_ones
spneumoniae	streaming	7	na	runs	8192	23034	23028	6	1	6656	128	6784	6656	spneumoniae.S_streaming.k_7.d_na.M_runs
spneumoniae	streaming	7	na	zeros	8192	23034	8192	14842	3376	6656	2920	9576	9292	spneumoniae.S_streaming.k_7.d_na.M_zeros
spneumoniae	greedy	8	na	default	32835	33255	32835	420	157	9660	568	10228	10100	spneumoniae.S_greedy.k_8.d_na.M_default
spneumoniae	greedy	8	na	ones	32835	33255	33208	47	35	9660	264	9924	9708	spneumoniae.S_greedy.k_8.d_na.M_ones
spneumoniae	greedy	8	na	runs	32835	33255	33208	47	35	9660	264	9924	9708	spneumoniae.S_greedy.k_8.d_na.M_runs
spneumoniae	greedy	8	na	zeros	32835	33255	32835	420	293	9660	796	10456	10196	spneumoniae.S_greedy.k_8.d_na.M_zeros
spneumoniae	pseudosimplitigs	8	1	default	32835	35439	32835	2604	372	5152	624	5776	6008	spneumoniae.S_pseudosimplitigs.k_8.d_1.M_default
spneumoniae	pseudosimplitigs	8	1	ones	32835	35439	35385	54	41	5152	268	5420	5224	spneumoniae.S_pseudosimplitigs.k_8.d_1.M_ones
spneumoniae	pseudosimplitigs	8	1	runs	32835	35439	35376	63	35	5152	260	5412	5204	spneumoniae.S_pseudosimplitigs.k_8.d_1.M_runs
spneumoniae	pseudosimplitigs	8	1	zeros	32835	35439	32835	2604	616	5152	1048	6200	6320	spneumoniae.S_pseudosimplitigs.k_8.d_1.M_zeros
spneumoniae	pseudosimplitigs	8	2	default	32835	34487	32835	1652	578	4756	888	5644	5796	spneumoniae.S_pseudosimplitigs.k_8.d_2.M_default
spneumoniae	pseudosimplitigs	8	2	ones	32835	34487	34456	31	24	4756	212	4968	4800	spneumoniae.S_pseudosimplitigs.k_8.d_2.M_ones
spneumoniae	pseudosimplitigs	8	2	runs	32835	34487	34456	31	24	4756	212	4968	4800	spneumoniae.S_pseudosimplitigs.k_8.d_2.M_runs
spneumoniae	pseudosimplitigs	8	2	zeros	32835	34487	32835	1652	584	4756	936	5692	5724	spneumoniae.S_pseudosimplitigs.k_8.d_2.M_zeros
spneumoniae	pseudosimplitigs	8	3	default	32835	34202	32835	1367	678	4448	992	5440	5384	spneumoniae.S_pseudosimplitigs.k_8.d_3.M_default
spneumoniae	pseudosimplitigs	8	3	ones	32835	34202	34164	38	31	4448	220	4668	4388	spneumoniae.S_pseudosimplitigs.k_8.d_3.M_ones
spneumoniae	pseudosimplitigs	8	3	runs	32835	34202	34164	38	31	4448	220	4668	4388	spneumoniae.S_pseudosimplitigs.k_8.d_3.M_runs
spneumoniae	pseudosimplitigs	8	3	zeros	32835	34202	32835	1367	619	4448	976	5424	5340	spneumoniae.S_pseudosimplitigs.k_8.d_3.M_zeros
spneumoniae	pseudosimplitigs	8	4	default	32835	34020	32835	1185	661	4432	1028	5460	5260	spneumoniae.S_pseudosimplitigs.k_8.d_4.M_default
spneumoniae	pseudosimplitigs	8	4	ones	32835	34020	33982	38	31	4432	232	4664	4316	spneumoniae.S_pseudosimplitigs.k_8.d_4.M_ones
spneumoniae	pseudosimplitigs	8	4	runs	32835	34020	33980	40	29	4432	232	4664	4324	spneumoniae.S_pseudosimplitigs.k_8.d_4.M_runs
spneumoniae	pseudosimplitigs	8	4	zeros	32835	34020	32835	1185	636	4432	1152	5584	5412	spneumoniae.S_pseudosimplitigs.k_8.d_4.M_zeros
spneumoniae	pseudosimplitigs	8	5	default	32835	34021	32835	1186	670	4428	1032	5460	5232	spneumoniae.S_pseudosimplitigs.k_8.d_5.M_default
